term,count_early,count_late,count_contemporary,rate_early,rate_late,burst_score,log_odds_late_vs_early
fractalkine,1,1,2,0.5,0.5,0.0,-0.6171013831111072
assisted psychotherapy,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
reduced inequalities,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
elder death review,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
viewing time,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
polysubstance use,4,6,9,1.5,2.1666666666666665,0.36772478012531734,-0.2493766029857909
dyadic daily diary,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
media activism,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
family structures,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
coping response,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
post-deployment,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
bully/victims,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
diagnostic specifier,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nonvital,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
immature neurons,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
prenatal testosterone,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
substance,3,8,8,1.1666666666666667,2.8333333333333335,0.8873031950009027,0.27020181188979553
span perspective,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
international classification of diseases codes,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
female prostate,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
frightening maternal-behavior,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
critique,1,2,3,0.5,0.8333333333333334,0.5108256237659907,-0.10627575934511668
astrocytic network,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
epiphyseal union,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
medication errors,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
economic assistance,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
personal-space,1,1,2,0.5,0.5,0.0,-0.6171013831111072
key words feminist activist research,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sadomasochism,1,5,6,0.5,1.8333333333333333,1.2992829841302609,0.6821816010191535
dna-sequences,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
help-seeking,30,48,71,10.166666666666666,16.166666666666668,0.4638371143300717,-0.1532642687810366
social-perception,1,1,2,0.5,0.5,0.0,-0.6171013831111072
child and adolescent psychiatry (cap),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
major depressive disorder- recurrent episodes,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
j310,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
drug intoxication,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
birmingham,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
vascular endothelium,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
pisa,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
neighborhood socioeconomic context,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
intestinal microbiome,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sexual offender,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
somatic disorders,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
daily diary,1,4,7,0.5,1.5,1.0986122886681098,0.48151090555700193
autonomic functioning,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dopamine modulation,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
trait-anger,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
australian courts,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
route,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
p11 s100a10,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
adverse childhood experience (ace) screening,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
violence in close relationships,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
arab community,1,1,1,0.5,0.5,0.0,-0.6171013831111072
pms,1,1,3,0.5,0.5,0.0,-0.6171013831111072
constrained spherical deconvolution,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dyslexia,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
psycho-oncology,1,1,1,0.5,0.5,0.0,-0.6171013831111072
cognitive rumination,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
diurnal cortisol rhythm,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cluster headache,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sharenting,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
casanarelia society,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
at-risk population,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
posttraumatic shame,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
landscape,1,1,2,0.5,0.5,0.0,-0.6171013831111072
self-reported,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
homeless people,1,1,1,0.5,0.5,0.0,-0.6171013831111072
jewish children,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
air travel,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
romeo and juliet clause,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
collective self-esteem,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
ptsd-specific competence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
structural disadvantage,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
model systems,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
interparental aggression,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
generated dna,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
chaining,2,0,0,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
childhood injury,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
popular culture,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sex offences,1,1,2,0.5,0.5,0.0,-0.6171013831111072
subjective health,1,1,1,0.5,0.5,0.0,-0.6171013831111072
legal decision making,0,1,3,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
rural boarding child development,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
life-stressors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
naltrexone,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
scoring system,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
forebrain,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
systems-aware leadership,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
san-francisco,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
minor literature,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
childhood exposure to intimate partner violence,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
custodial grandparent,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cyberbullying,6,15,20,2.1666666666666665,5.166666666666667,0.8690378470236096,0.2519364639125019
intervention study,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
low-income country,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
standard care,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
long-term follow-up,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
house-tree-person drawings,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
comprehensive sexuality education,0,7,7,0.16666666666666666,2.5,2.70805020110221,2.0909488179911015
pituitary-adrenal response,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
professional education,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bad dreams,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
child sexual abuse images,2,2,2,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
influenza vaccine,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
recurrent maltreatment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
nitrosative stress,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
correctional workers,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
daycare abuse,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
risk behaviours,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
specimen collection time,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
digital sexual rights,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
retraumatization,3,2,2,1.1666666666666667,0.8333333333333334,-0.3364722366212129,-0.9535736197323201
doctor-patient relationship,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
genital anatomy,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
psilocybin treatment,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
clinical judgment,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
drug poisoning,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
borderline personality-disorder,46,83,105,15.5,27.833333333333332,0.5853943192634992,-0.03170706384760802
high hiv prevalence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
fractional amplitude of low-frequency fluctuation,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
randomized-controlled trial,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
afro-ecuadorians,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
family ses,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
legislation,1,8,12,0.5,2.8333333333333335,1.7346010553881064,1.117499672276999
major surgery,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
personal well-being,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
chinese drug users,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
midlife development in the united states,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mental-health disparities,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
alcohol-intoxication,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
weight restoration treatment,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
tonic immobility scale,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
l'eau vive,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
child pornography offenders,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
depressed adolescents,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
error disclosure,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
cobalt,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
behavioral-regulation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
delinquent,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
roles,13,21,26,4.5,7.166666666666667,0.4653632496892333,-0.15173813342187437
high familial risk,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
biological rhythms,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
developmental cascade,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
unaccompanied minors,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
court preparation,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
california school nurses organization,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
standardized measures,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
treatment-preferences,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
maritally violent,1,1,1,0.5,0.5,0.0,-0.6171013831111072
psychiatric epidemiology,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
health risk behaviors,4,5,6,1.5,1.8333333333333333,0.20067069546215105,-0.4164306876489565
dynamic system,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
artery-disease,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
invitations,0,2,4,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
toll-like receptors,2,2,2,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
anger management therapy,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
trauma transmission,0,2,2,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
social-science,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
differential etiology of violence,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
case study,2,8,12,0.8333333333333334,2.8333333333333335,1.2237754316221157,0.6066740485110085
bruising characteristics,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
pyramidal neurons.,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
longitudinal methods,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
calcium homeostasis,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
ontogeny,1,5,6,0.5,1.8333333333333333,1.2992829841302609,0.6821816010191535
interviewing practices,2,0,1,0.8333333333333334,0.16666666666666666,-1.6094379124341005,-2.226539295545207
resting state functional mri,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
avatar interview,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
multisystem inflammatory syndrome in,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
very-low risk,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
cognitive disorder,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
sexually transmitted infections,5,6,9,1.8333333333333333,2.1666666666666665,0.16705408466316624,-0.45004729844794156
lipid-metabolism,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
bone turnover markers,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
indonesia,6,5,5,2.1666666666666665,1.8333333333333333,-0.1670540846631662,-0.7841554677742737
multifactorial perspective,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
postpartum care,0,1,2,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
anger expression-external,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
cumulative advantage,1,1,1,0.5,0.5,0.0,-0.6171013831111072
dhs,1,1,1,0.5,0.5,0.0,-0.6171013831111072
teachers' reporting questionnaire (trq),0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
waking inactivity,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
postnatal stress,4,2,2,1.5,0.8333333333333334,-0.587786664902119,-1.2048880480132267
moderation analysis,1,4,4,0.5,1.5,1.0986122886681098,0.48151090555700193
unconscious repressed memory,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
synodality,2,2,2,0.8333333333333334,0.8333333333333334,0.0,-0.6171013831111072
conflict tactics scales,0,3,3,0.16666666666666666,1.1666666666666667,1.9459101490553135,1.3288087659442054
medical practice,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
genetic variation,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
dental anxiety,1,4,5,0.5,1.5,1.0986122886681098,0.48151090555700193
coefficients,0,2,3,0.16666666666666666,0.8333333333333334,1.6094379124341005,0.9923365293229924
trauma related disorder,1,0,1,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
age of the child,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
existential approach,0,1,1,0.16666666666666666,0.5,1.0986122886681098,0.48151090555700193
adoption competence,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
housing first,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
high dimensional mediators,0,0,1,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
glial activation,0,0,2,0.16666666666666666,0.16666666666666666,0.0,-0.6171013831111072
age of the son,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
mineralocorticoid receptor function,1,0,0,0.5,0.16666666666666666,-1.0986122886681098,-1.7157136717792163
